"VG","PLAYER","POS","INFO","ETA","ALTEZZA","PIEDE","ING","CART.","CRT.","ST"
"80","Adingra                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","CLD","Stile / Pr. Piede debole                                                                                                                                    Taglio al centro","22","175 cm","DX","2.873.750","28.737.500","2","0"
"81","Olivera                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TS","Stile / Pr. Piede debole                                                                                                                                    Terzino difensivo","27","184 cm","SX","3.327.500","33.275.000","1","0"
"82","Onana                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","MED","Stile / Pr. Piede debole                                                                                                                                    Collante","23","192 cm","DX","3.591.000","35.910.000","4","0"
"82","Güler                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TRQ","Stile / Pr. Piede debole                                                                                                                                    Classico nº 10","19","176 cm","SX","3.622.500","36.225.000","2","0"
"82","Scamacca                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","P","Stile / Pr. Piede debole                                                                                                                                    Fulcro di gioco","25","195 cm","DX","4.200.000","40.250.000","5","0"
"82","McTominay                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","MED","Stile / Pr. Piede debole                                                                                                                                    Onnipresente","28","193 cm","DX","4.536.000","45.360.000","5","0"
"82","Højlund                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","P","Stile / Pr. Piede debole                                                                                                                                    Opportunista","21","191 cm","SX","3.990.000","38.237.500","2","0"
"83","Botman                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","DC","Stile / Pr. Piede debole                                                                                                                                    Sviluppo","24","193 cm","SX","3.780.000","37.800.000","5","0"
"84","Yamal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","EDA","Stile / Pr. Piede debole                                                                                                                                    Taglio al centro","17","180 cm","SX","3.680.000","36.800.000","5","0"
"84","van de Ven                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","DC","Stile / Pr. Piede debole                                                                                                                                    Sviluppo","23","193 cm","SX","4.104.000","41.040.000","2","0"
"84","Olmo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TRQ","Stile / Pr. Piede debole                                                                                                                                    Giocatore chiave","26","179 cm","DX","5.060.000","50.600.000","5","0"
"85","Walker                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TD","Stile / Pr. Piede debole                                                                                                                                    Terzino offensivo","34","183 cm","DX","3.960.000","39.600.000","5","0"
"85","Mamardashvili                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","PT","Stile / Pr. Piede debole                                                                                                                                    Portiere difensivo","24","197 cm","SX","4.400.000","44.000.000","5","0"
