"VG","PLAYER","POS","INFO","ETA","ALTEZZA","PIEDE","ING","CART.","CRT.","ST"
"80","Rogers                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TRQ","Stile / Pr. Piede debole                                                                                                                                    Giocatore chiave","22","187 cm","DX","3.004.375","30.043.750","5","0"
"81","Pavlidis                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","P","Stile / Pr. Piede debole                                                                                                                                    Attaccante di rientro","26","186 cm","DX","3.630.000","34.787.500","5","0"
"82","Semenyo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","EDA","Stile / Pr. Piede debole                                                                                                                                    Ala prolifica","24","178 cm","DX","4.025.000","40.250.000","5","0"
"83","Bissouma                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","MED","Stile / Pr. Piede debole                                                                                                                                    Onnipresente","28","182 cm","DX","4.536.000","45.360.000","5","0"
"83","Vivian                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","DC","Stile / Pr. Piede debole                                                                                                                                    Incontrista","25","183 cm","DX","3.780.000","37.800.000","5","0"
"83","Lookman                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","SP","Stile / Pr. Piede debole                                                                                                                                    Giocatore chiave","27","174 cm","DX","4.427.500","44.275.000","5","0"
"83","Frimpong                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TD","Stile / Pr. Piede debole                                                                                                                                    Terzino mattatore","24","175 cm","DX","3.850.000","38.500.000","3","0"
"83","Martínez                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","DC","Stile / Pr. Piede debole                                                                                                                                    Sviluppo","26","175 cm","SX","4.158.000","41.580.000","5","0"
"84","Gyökeres                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","P","Stile / Pr. Piede debole                                                                                                                                    Opportunista","26","187 cm","DX","5.280.000","50.600.000","5","0"
"84","Robertson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","TS","Stile / Pr. Piede debole                                                                                                                                    Terzino offensivo","30","178 cm","SX","5.280.000","52.800.000","5","0"
"85","Kvaratskhelia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            TM","ESA","Stile / Pr. Piede debole                                                                                                                                    Ala prolifica","23","183 cm","DX","4.370.000","43.700.000","4","0"
"85","Çalhanoglu                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","CC","Stile / Pr. Piede debole                                                                                                                                    Tra le linee","30","178 cm","DX","5.184.000","51.840.000","5","0"
"85","Raya                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                TM","PT","Stile / Pr. Piede debole                                                                                                                                    Portiere offensivo","29","183 cm","DX","5.280.000","52.800.000","1","0"
